case_id,case_type,category,case_age_days,urgency,filing_date,duration,priority,status
CASE-2026-3109,Traffic,Financial,670,5,2024-05-27,176,High,Pending
CASE-2026-3110,Commercial,Routine,3623,5,2016-04-26,488,High,Pending
CASE-2026-3111,Civil,Public Interest,2030,4,2020-09-05,656,High,Pending
CASE-2026-3112,Civil,Public Interest,1082,4,2023-04-11,619,High,Pending
CASE-2026-3113,Traffic,Personal,124,1,2025-11-24,139,Low,Pending
CASE-2026-3114,Traffic,Personal,1117,5,2023-03-07,182,High,Resolved
CASE-2026-3115,Commercial,Financial,1647,1,2021-09-23,584,Medium,Resolved
CASE-2026-3116,Commercial,Personal,456,4,2024-12-27,636,High,Pending
CASE-2026-3117,Traffic,Public Interest,947,5,2023-08-24,228,High,Pending
CASE-2026-3118,Family,Routine,3371,3,2017-01-03,130,High,Pending
CASE-2026-3119,Commercial,Personal,75,1,2026-01-12,543,Low,Pending
CASE-2026-3120,Traffic,Personal,703,2,2024-04-24,85,Medium,Resolved
CASE-2026-3121,Civil,High Stakes,3137,5,2017-08-25,644,High,Pending
CASE-2026-3122,Criminal,Routine,892,3,2023-10-18,368,High,Pending
CASE-2026-3123,Family,High Stakes,1603,1,2021-11-06,353,Medium,Pending
CASE-2026-3124,Commercial,High Stakes,811,1,2024-01-07,810,Low,Resolved
CASE-2026-3125,Family,Routine,222,2,2025-08-18,254,Medium,Pending
CASE-2026-3126,Civil,High Stakes,1584,4,2021-11-25,723,High,Pending
CASE-2026-3127,Commercial,Routine,321,3,2025-05-11,578,Medium,Pending
CASE-2026-3128,Civil,Financial,3525,3,2016-08-02,509,High,Pending
CASE-2026-3129,Criminal,High Stakes,150,3,2025-10-29,622,High,Pending
CASE-2026-3130,Criminal,Public Interest,3088,3,2017-10-13,374,High,Pending
CASE-2026-3131,Family,Routine,669,5,2024-05-28,401,High,Pending
CASE-2026-3132,Family,Public Interest,1161,5,2023-01-22,487,High,Pending
CASE-2026-3133,Traffic,Financial,3267,5,2017-04-17,70,High,Pending
CASE-2026-3134,Criminal,Public Interest,2410,4,2019-08-22,430,High,Pending
CASE-2026-3135,Traffic,High Stakes,1835,5,2021-03-19,137,High,Pending
CASE-2026-3136,Family,High Stakes,367,4,2025-03-26,568,High,Pending
CASE-2026-3137,Family,Routine,1614,4,2021-10-26,271,High,Pending
CASE-2026-3138,Traffic,Personal,3456,4,2016-10-10,30,High,Pending
CASE-2026-3139,Commercial,Public Interest,493,2,2024-11-20,717,Medium,Resolved
CASE-2026-3140,Commercial,High Stakes,871,4,2023-11-08,905,High,Pending
CASE-2026-3141,Family,Public Interest,1087,4,2023-04-06,418,High,Pending
CASE-2026-3142,Commercial,High Stakes,1153,2,2023-01-30,827,Medium,Pending
CASE-2026-3143,Civil,Personal,2045,5,2020-08-21,536,High,Pending
CASE-2026-3144,Family,Routine,313,2,2025-05-19,271,Medium,Pending
CASE-2026-3145,Criminal,Public Interest,3495,4,2016-09-01,469,High,Pending
CASE-2026-3146,Traffic,Public Interest,2917,5,2018-04-02,76,High,Resolved
CASE-2026-3147,Commercial,Public Interest,281,4,2025-06-20,844,High,Pending
CASE-2026-3148,Family,High Stakes,2108,4,2020-06-19,446,High,Pending
CASE-2026-3149,Family,Routine,3016,2,2017-12-24,159,High,Pending
CASE-2026-3150,Commercial,Personal,955,3,2023-08-16,577,Medium,Pending
CASE-2026-3151,Traffic,High Stakes,789,5,2024-01-29,265,High,Pending
CASE-2026-3152,Civil,Public Interest,158,5,2025-10-21,737,High,Resolved
CASE-2026-3153,Family,Public Interest,3135,5,2017-08-27,306,High,Resolved
CASE-2026-3154,Commercial,Financial,1762,2,2021-05-31,616,Medium,Resolved
CASE-2026-3155,Family,High Stakes,2991,3,2018-01-18,354,High,Resolved
CASE-2026-3156,Family,Personal,297,3,2025-06-04,376,Medium,Pending
CASE-2026-3157,Family,Public Interest,1931,2,2020-12-13,302,Medium,Pending
CASE-2026-3158,Civil,High Stakes,666,5,2024-05-31,806,High,Pending
CASE-2026-3159,Civil,Public Interest,1696,1,2021-08-05,559,Medium,Pending
CASE-2026-3160,Traffic,Routine,232,4,2025-08-08,159,High,Pending
CASE-2026-3161,Civil,Routine,1774,4,2021-05-19,390,High,Pending
CASE-2026-3162,Commercial,Personal,1848,5,2021-03-06,613,High,Pending
CASE-2026-3163,Criminal,Personal,917,4,2023-09-23,403,High,Pending
CASE-2026-3164,Commercial,Public Interest,2533,3,2019-04-21,643,High,Pending
CASE-2026-3165,Family,Personal,3476,4,2016-09-20,175,High,Resolved
CASE-2026-3166,Commercial,High Stakes,23,1,2026-03-05,891,Low,Pending
CASE-2026-3167,Traffic,High Stakes,2174,3,2020-04-14,96,Medium,Pending
CASE-2026-3168,Civil,Public Interest,1739,5,2021-06-23,658,High,Pending
CASE-2026-3169,Criminal,Routine,3050,5,2017-11-20,274,High,Pending
CASE-2026-3170,Commercial,Financial,2791,5,2018-08-06,647,High,Resolved
CASE-2026-3171,Traffic,Financial,67,1,2026-01-20,114,Low,Pending
CASE-2026-3172,Traffic,High Stakes,1449,4,2022-04-09,145,High,Pending
CASE-2026-3173,Civil,Routine,726,2,2024-04-01,417,Medium,Resolved
CASE-2026-3174,Traffic,Personal,2319,5,2019-11-21,87,High,Pending
CASE-2026-3175,Criminal,Financial,3072,4,2017-10-29,447,High,Resolved
CASE-2026-3176,Commercial,Routine,3214,4,2017-06-09,489,High,Pending
CASE-2026-3177,Family,High Stakes,1732,4,2021-06-30,441,High,Pending
CASE-2026-3178,Family,Personal,3097,4,2017-10-04,241,High,Pending
CASE-2026-3179,Commercial,Financial,1995,5,2020-10-10,678,High,Pending
CASE-2026-3180,Family,Personal,1728,2,2021-07-04,261,Medium,Pending
CASE-2026-3181,Family,High Stakes,2262,5,2020-01-17,452,High,Pending
CASE-2026-3182,Traffic,Public Interest,2471,5,2019-06-22,158,High,Pending
CASE-2026-3183,Commercial,Personal,1325,1,2022-08-11,531,Medium,Pending
CASE-2026-3184,Criminal,Routine,948,2,2023-08-23,361,Medium,Resolved
CASE-2026-3185,Family,Routine,663,4,2024-06-03,277,High,Pending
CASE-2026-3186,Civil,High Stakes,1460,5,2022-03-29,740,High,Pending
CASE-2026-3187,Criminal,Personal,1082,4,2023-04-11,448,High,Pending
CASE-2026-3188,Civil,High Stakes,3484,5,2016-09-12,671,High,Resolved
CASE-2026-3189,Criminal,High Stakes,935,3,2023-09-05,636,High,Pending
CASE-2026-3190,Family,Routine,2755,3,2018-09-11,159,High,Pending
CASE-2026-3191,Traffic,Personal,2688,3,2018-11-17,30,High,Resolved
CASE-2026-3192,Criminal,Routine,1817,3,2021-04-06,281,High,Pending
CASE-2026-3193,Civil,Financial,1883,3,2021-01-30,580,Medium,Pending
CASE-2026-3194,Commercial,Public Interest,3074,5,2017-10-27,736,High,Pending
CASE-2026-3195,Traffic,High Stakes,1511,2,2022-02-06,102,Medium,Pending
CASE-2026-3196,Traffic,Personal,872,3,2023-11-07,120,Medium,Pending
CASE-2026-3197,Criminal,Public Interest,1673,4,2021-08-28,518,High,Pending
CASE-2026-3198,Traffic,Routine,2972,2,2018-02-06,30,High,Pending
CASE-2026-3199,Commercial,High Stakes,254,5,2025-07-17,1027,High,Pending
CASE-2026-3200,Traffic,High Stakes,3497,2,2016-08-30,55,High,Resolved
CASE-2026-3201,Criminal,Public Interest,1743,4,2021-06-19,525,High,Pending
CASE-2026-3202,Criminal,Public Interest,470,5,2024-12-13,556,High,Pending
CASE-2026-3203,Criminal,Financial,1764,3,2021-05-29,438,High,Pending
CASE-2026-3204,Commercial,High Stakes,3496,2,2016-08-31,675,High,Pending
CASE-2026-3205,Civil,High Stakes,1241,4,2022-11-03,800,High,Pending
CASE-2026-3206,Criminal,High Stakes,2332,5,2019-11-08,569,High,Pending
CASE-2026-3207,Commercial,Financial,3263,4,2017-04-21,597,High,Pending
CASE-2026-3208,Criminal,Routine,3646,4,2016-04-03,295,High,Pending
CASE-2026-3209,Civil,Financial,3312,4,2017-03-03,518,High,Pending
CASE-2026-3210,Family,Routine,3372,4,2017-01-02,151,High,Resolved
CASE-2026-3211,Criminal,Financial,3148,4,2017-08-14,393,High,Resolved
CASE-2026-3212,Commercial,High Stakes,1764,4,2021-05-29,911,High,Pending
CASE-2026-3213,Criminal,Financial,1763,3,2021-05-30,476,High,Resolved
CASE-2026-3214,Civil,Routine,405,5,2025-02-16,550,High,Pending
CASE-2026-3215,Traffic,Public Interest,695,1,2024-05-02,62,Low,Pending
CASE-2026-3216,Commercial,Personal,2415,5,2019-08-17,605,High,Pending
CASE-2026-3217,Family,Financial,792,4,2024-01-26,408,High,Pending
CASE-2026-3218,Commercial,Routine,1836,2,2021-03-18,423,Medium,Pending
CASE-2026-3219,Commercial,High Stakes,3147,4,2017-08-15,761,High,Resolved
CASE-2026-3220,Commercial,Public Interest,3608,3,2016-05-11,618,High,Pending
CASE-2026-3221,Commercial,Financial,3194,5,2017-06-29,635,High,Pending
CASE-2026-3222,Traffic,Routine,3642,2,2016-04-07,30,High,Pending
CASE-2026-3223,Family,High Stakes,2297,2,2019-12-13,404,Medium,Pending
CASE-2026-3224,Criminal,Financial,1922,4,2020-12-22,457,High,Resolved
CASE-2026-3225,Family,High Stakes,944,2,2023-08-27,395,Medium,Pending
CASE-2026-3226,Commercial,Routine,175,4,2025-10-04,638,High,Pending
CASE-2026-3227,Traffic,Financial,2538,2,2019-04-16,30,High,Pending
CASE-2026-3228,Commercial,High Stakes,3430,5,2016-11-05,804,High,Pending
CASE-2026-3229,Criminal,Routine,2196,4,2020-03-23,320,High,Pending
CASE-2026-3230,Civil,Public Interest,224,3,2025-08-16,685,Medium,Pending
CASE-2026-3231,Traffic,Financial,1068,3,2023-04-25,147,Medium,Pending
CASE-2026-3232,Criminal,Financial,3437,3,2016-10-29,359,High,Resolved
CASE-2026-3233,Traffic,Personal,1506,2,2022-02-11,104,Medium,Resolved
CASE-2026-3234,Traffic,High Stakes,2951,3,2018-02-27,40,High,Pending
CASE-2026-3235,Civil,Personal,1321,4,2022-08-15,500,High,Pending
CASE-2026-3236,Traffic,Financial,465,4,2024-12-18,186,High,Pending
CASE-2026-3237,Civil,High Stakes,2346,2,2019-10-25,642,Medium,Resolved
CASE-2026-3238,Civil,Routine,226,3,2025-08-14,491,Medium,Pending
CASE-2026-3239,Traffic,Public Interest,1630,1,2021-10-10,63,Medium,Pending
CASE-2026-3240,Criminal,Public Interest,3616,4,2016-05-03,379,High,Resolved
CASE-2026-3241,Commercial,Public Interest,990,1,2023-07-12,732,Low,Pending
CASE-2026-3242,Criminal,High Stakes,467,3,2024-12-16,637,High,Resolved
CASE-2026-3243,Commercial,High Stakes,1913,5,2020-12-31,938,High,Resolved
CASE-2026-3244,Criminal,Public Interest,2824,4,2018-07-04,449,High,Pending
CASE-2026-3245,Traffic,High Stakes,2394,2,2019-09-07,71,Medium,Pending
CASE-2026-3246,Criminal,Personal,3595,3,2016-05-24,296,High,Pending
CASE-2026-3247,Family,High Stakes,3000,2,2018-01-09,338,High,Pending
CASE-2026-3248,Traffic,Personal,717,4,2024-04-10,137,High,Pending
CASE-2026-3249,Commercial,Public Interest,1161,3,2023-01-22,704,Medium,Pending
CASE-2026-3250,Criminal,Personal,1737,5,2021-06-25,379,High,Pending
CASE-2026-3251,Family,High Stakes,2742,3,2018-09-24,420,High,Pending
CASE-2026-3252,Family,Public Interest,3318,4,2017-02-25,283,High,Resolved
CASE-2026-3253,Family,Personal,1682,3,2021-08-19,311,Medium,Resolved
CASE-2026-3254,Civil,Personal,203,1,2025-09-06,454,Low,Pending
CASE-2026-3255,Family,Personal,735,5,2024-03-23,404,High,Pending
CASE-2026-3256,Criminal,High Stakes,1619,3,2021-10-21,520,High,Pending
CASE-2026-3257,Family,High Stakes,23,5,2026-03-05,593,High,Pending
CASE-2026-3258,Traffic,Routine,2970,5,2018-02-08,47,High,Pending
CASE-2026-3259,Criminal,Routine,3512,4,2016-08-15,234,High,Pending
CASE-2026-3260,Civil,High Stakes,482,4,2024-12-01,813,High,Pending
CASE-2026-3261,Commercial,Financial,2038,3,2020-08-28,661,Medium,Pending
CASE-2026-3262,Criminal,Personal,1891,4,2021-01-22,359,High,Pending
CASE-2026-3263,Traffic,Public Interest,331,4,2025-05-01,207,High,Pending
CASE-2026-3264,Commercial,Personal,2522,5,2019-05-02,528,High,Pending
CASE-2026-3265,Traffic,High Stakes,2643,4,2019-01-01,102,High,Pending
CASE-2026-3266,Criminal,Public Interest,2252,4,2020-01-27,517,High,Pending
CASE-2026-3267,Commercial,Financial,3235,5,2017-05-19,606,High,Pending
CASE-2026-3268,Traffic,Routine,3361,4,2017-01-13,37,High,Pending
CASE-2026-3269,Civil,Personal,3211,3,2017-06-12,419,High,Pending
CASE-2026-3270,Family,Routine,3446,5,2016-10-20,229,High,Pending
CASE-2026-3271,Traffic,Financial,2076,2,2020-07-21,96,Medium,Pending
CASE-2026-3272,Traffic,Routine,1077,4,2023-04-16,128,High,Pending
CASE-2026-3273,Commercial,Personal,3396,4,2016-12-09,469,High,Pending
CASE-2026-3274,Traffic,High Stakes,3260,5,2017-04-24,123,High,Pending
CASE-2026-3275,Criminal,Public Interest,1128,3,2023-02-24,465,High,Pending
CASE-2026-3276,Traffic,Public Interest,1561,2,2021-12-18,76,Medium,Pending
CASE-2026-3277,Civil,High Stakes,251,1,2025-07-20,730,Low,Pending
CASE-2026-3278,Traffic,Routine,808,5,2024-01-10,136,High,Pending
CASE-2026-3279,Traffic,Public Interest,3569,3,2016-06-19,30,High,Pending
CASE-2026-3280,Criminal,Routine,337,4,2025-04-25,473,High,Pending
CASE-2026-3281,Family,Routine,418,4,2025-02-03,344,High,Pending
CASE-2026-3282,Civil,High Stakes,3638,4,2016-04-11,604,High,Pending
CASE-2026-3283,Civil,Routine,175,2,2025-10-04,412,Medium,Pending
CASE-2026-3284,Criminal,High Stakes,3323,4,2017-02-20,542,High,Pending
CASE-2026-3285,Traffic,High Stakes,1265,4,2022-10-10,155,High,Pending
CASE-2026-3286,Commercial,Routine,108,5,2025-12-10,630,High,Resolved
CASE-2026-3287,Civil,High Stakes,3039,3,2017-12-01,679,High,Pending
CASE-2026-3288,Traffic,Public Interest,3409,5,2016-11-26,78,High,Resolved
CASE-2026-3289,Traffic,Personal,505,3,2024-11-08,109,Medium,Pending
CASE-2026-3290,Commercial,Routine,2533,5,2019-04-21,513,High,Resolved
CASE-2026-3291,Criminal,High Stakes,747,2,2024-03-11,622,Medium,Pending
CASE-2026-3292,Criminal,High Stakes,2811,4,2018-07-17,584,High,Pending
CASE-2026-3293,Civil,Financial,3172,2,2017-07-21,415,High,Resolved
CASE-2026-3294,Family,Public Interest,2137,5,2020-05-21,418,High,Pending
CASE-2026-3295,Traffic,Financial,3269,2,2017-04-15,30,High,Pending
CASE-2026-3296,Civil,Financial,1214,1,2022-11-30,565,Medium,Pending
CASE-2026-3297,Commercial,Personal,2635,4,2019-01-09,560,High,Pending
CASE-2026-3298,Traffic,Personal,1348,3,2022-07-19,140,Medium,Pending
CASE-2026-3299,Criminal,Routine,34,5,2026-02-22,418,High,Pending
CASE-2026-3300,Family,Public Interest,894,1,2023-10-16,351,Low,Pending
CASE-2026-3301,Commercial,Financial,2097,4,2020-06-30,655,High,Pending
CASE-2026-3302,Criminal,High Stakes,2771,4,2018-08-26,549,High,Resolved
CASE-2026-3303,Traffic,Financial,1774,1,2021-05-19,30,Medium,Pending
CASE-2026-3304,Commercial,High Stakes,3061,5,2017-11-09,875,High,Pending
CASE-2026-3305,Commercial,Public Interest,2293,5,2019-12-17,798,High,Pending
CASE-2026-3306,Criminal,Financial,265,3,2025-07-06,466,High,Resolved
CASE-2026-3307,Traffic,Financial,3494,5,2016-09-02,119,High,Pending
CASE-2026-3308,Family,Personal,758,3,2024-02-29,303,Medium,Pending
CASE-2026-3309,Criminal,High Stakes,2706,4,2018-10-30,550,High,Pending
CASE-2026-3310,Criminal,High Stakes,637,3,2024-06-29,663,High,Pending
CASE-2026-3311,Family,Public Interest,2031,3,2020-09-04,317,Medium,Pending
CASE-2026-3312,Commercial,Financial,1177,4,2023-01-06,673,High,Pending
CASE-2026-3313,Traffic,Financial,3464,3,2016-10-02,30,High,Resolved
CASE-2026-3314,Criminal,Routine,394,4,2025-02-27,406,High,Pending
CASE-2026-3315,Family,Public Interest,673,5,2024-05-24,515,High,Pending
CASE-2026-3316,Commercial,Personal,3621,2,2016-04-28,413,High,Pending
CASE-2026-3317,Criminal,High Stakes,3371,5,2017-01-03,535,High,Pending
CASE-2026-3318,Family,Personal,1736,4,2021-06-26,317,High,Pending
CASE-2026-3319,Civil,Routine,1832,5,2021-03-22,485,High,Pending
CASE-2026-3320,Traffic,Personal,3495,2,2016-09-01,30,High,Pending
CASE-2026-3321,Criminal,Financial,823,3,2023-12-26,526,High,Pending
CASE-2026-3322,Criminal,Public Interest,1105,5,2023-03-19,586,High,Pending
CASE-2026-3323,Criminal,Financial,898,5,2023-10-12,556,High,Pending
CASE-2026-3324,Traffic,Public Interest,3216,4,2017-06-07,70,High,Pending
CASE-2026-3325,Criminal,Financial,2983,5,2018-01-26,424,High,Pending
CASE-2026-3326,Criminal,Personal,984,2,2023-07-18,354,Medium,Pending
CASE-2026-3327,Criminal,Personal,461,5,2024-12-22,460,High,Pending
CASE-2026-3328,Traffic,Routine,639,5,2024-06-27,192,High,Pending
CASE-2026-3329,Commercial,Routine,2836,2,2018-06-22,362,High,Resolved
CASE-2026-3330,Traffic,High Stakes,1151,2,2023-02-01,109,Medium,Resolved
CASE-2026-3331,Family,Personal,2452,3,2019-07-11,225,Medium,Pending
CASE-2026-3332,Commercial,Routine,3232,4,2017-05-22,421,High,Pending
CASE-2026-3333,Criminal,Personal,2611,4,2019-02-02,337,High,Resolved
CASE-2026-3334,Criminal,Routine,602,2,2024-08-03,390,Medium,Resolved
CASE-2026-3335,Traffic,Routine,1023,3,2023-06-09,91,Medium,Pending
CASE-2026-3336,Civil,Routine,1759,4,2021-06-03,446,High,Pending
CASE-2026-3337,Family,Routine,3535,5,2016-07-23,205,High,Resolved
CASE-2026-3338,Traffic,Financial,2021,5,2020-09-14,114,High,Pending
CASE-2026-3339,Family,Public Interest,3604,2,2016-05-15,289,High,Pending
CASE-2026-3340,Criminal,High Stakes,1274,2,2022-10-01,541,Medium,Pending
CASE-2026-3341,Commercial,Financial,1017,5,2023-06-15,801,High,Resolved
CASE-2026-3342,Traffic,Financial,1043,3,2023-05-20,178,Medium,Pending
CASE-2026-3343,Traffic,Financial,2616,5,2019-01-28,155,High,Resolved
CASE-2026-3344,Civil,Public Interest,2067,4,2020-07-30,639,High,Pending
CASE-2026-3345,Traffic,Personal,2954,2,2018-02-24,36,High,Pending
CASE-2026-3346,Family,High Stakes,2506,4,2019-05-18,464,High,Pending
CASE-2026-3347,Family,Public Interest,133,1,2025-11-15,357,Low,Pending
CASE-2026-3348,Commercial,Public Interest,1240,2,2022-11-04,767,Medium,Pending
CASE-2026-3349,Civil,Financial,172,5,2025-10-07,682,High,Pending
CASE-2026-3350,Criminal,Personal,415,2,2025-02-06,367,Medium,Pending
CASE-2026-3351,Commercial,Routine,1492,5,2022-02-25,540,High,Pending
CASE-2026-3352,Family,Public Interest,3229,5,2017-05-25,337,High,Pending
CASE-2026-3353,Commercial,Routine,3288,5,2017-03-27,489,High,Resolved
CASE-2026-3354,Civil,High Stakes,2830,2,2018-06-28,651,High,Pending
CASE-2026-3355,Civil,High Stakes,2748,4,2018-09-18,683,High,Resolved
CASE-2026-3356,Commercial,Public Interest,2922,5,2018-03-28,684,High,Pending
CASE-2026-3357,Civil,Routine,1221,5,2022-11-23,507,High,Resolved
CASE-2026-3358,Criminal,Personal,2030,4,2020-09-05,427,High,Pending
CASE-2026-3359,Commercial,Routine,1115,1,2023-03-09,433,Medium,Resolved
CASE-2026-3360,Criminal,Financial,2194,5,2020-03-25,471,High,Resolved
CASE-2026-3361,Family,Routine,1234,1,2022-11-10,216,Medium,Pending
CASE-2026-3362,Traffic,Financial,2805,5,2018-07-23,154,High,Pending
CASE-2026-3363,Commercial,Routine,775,2,2024-02-12,539,Medium,Pending
CASE-2026-3364,Criminal,Public Interest,3346,3,2017-01-28,354,High,Pending
CASE-2026-3365,Criminal,Public Interest,1625,5,2021-10-15,545,High,Resolved
CASE-2026-3366,Civil,High Stakes,1608,3,2021-11-01,704,Medium,Resolved
CASE-2026-3367,Criminal,Financial,2749,5,2018-09-17,479,High,Pending
CASE-2026-3368,Criminal,Routine,2302,5,2019-12-08,370,High,Pending
CASE-2026-3369,Criminal,Personal,1265,4,2022-10-10,446,High,Pending
CASE-2026-3370,Commercial,Personal,2633,5,2019-01-11,543,High,Pending
CASE-2026-3371,Civil,Financial,966,5,2023-08-05,672,High,Pending
CASE-2026-3372,Commercial,Routine,2676,4,2018-11-29,487,High,Resolved
CASE-2026-3373,Commercial,Financial,2492,4,2019-06-01,661,High,Pending
CASE-2026-3374,Civil,Financial,2798,5,2018-07-30,535,High,Pending
CASE-2026-3375,Commercial,Routine,1954,2,2020-11-20,479,Medium,Resolved
CASE-2026-3376,Civil,Personal,3555,4,2016-07-03,399,High,Pending
CASE-2026-3377,Family,Personal,1321,1,2022-08-15,258,Medium,Pending
CASE-2026-3378,Family,Public Interest,3578,4,2016-06-10,348,High,Pending
CASE-2026-3379,Commercial,Public Interest,1297,3,2022-09-08,784,Medium,Pending
CASE-2026-3380,Criminal,Financial,2426,4,2019-08-06,390,High,Pending
CASE-2026-3381,Criminal,High Stakes,342,3,2025-04-20,624,High,Pending
CASE-2026-3382,Family,High Stakes,3556,5,2016-07-02,388,High,Pending
CASE-2026-3383,Family,Financial,539,4,2024-10-05,447,High,Pending
CASE-2026-3384,Civil,High Stakes,1691,3,2021-08-10,723,Medium,Pending
CASE-2026-3385,Family,Routine,35,4,2026-02-21,403,High,Pending
CASE-2026-3386,Civil,Routine,403,3,2025-02-18,511,Medium,Pending
CASE-2026-3387,Traffic,Financial,1529,5,2022-01-19,123,High,Resolved
CASE-2026-3388,Commercial,Routine,840,3,2023-12-09,554,Medium,Pending
CASE-2026-3389,Civil,High Stakes,3490,5,2016-09-06,646,High,Pending
CASE-2026-3390,Commercial,Personal,125,5,2025-11-23,647,High,Pending
CASE-2026-3391,Commercial,Routine,217,4,2025-08-23,635,High,Pending
CASE-2026-3392,Traffic,Routine,2422,3,2019-08-10,30,Medium,Resolved
CASE-2026-3393,Criminal,Financial,2461,4,2019-07-02,398,High,Pending
CASE-2026-3394,Civil,High Stakes,397,2,2025-02-24,698,Medium,Pending
CASE-2026-3395,Civil,Financial,3076,4,2017-10-25,534,High,Pending
CASE-2026-3396,Commercial,Financial,1489,1,2022-02-28,609,Medium,Pending
CASE-2026-3397,Family,Financial,3092,5,2017-10-09,361,High,Pending
CASE-2026-3398,Traffic,Routine,3032,2,2017-12-08,30,High,Pending
CASE-2026-3399,Criminal,Financial,2257,5,2020-01-22,449,High,Pending
CASE-2026-3400,Family,Financial,2250,2,2020-01-29,237,Medium,Pending
CASE-2026-3401,Traffic,High Stakes,2979,3,2018-01-30,49,High,Pending
CASE-2026-3402,Civil,Financial,60,1,2026-01-27,574,Low,Pending
CASE-2026-3403,Traffic,Financial,1315,2,2022-08-21,131,Medium,Resolved
CASE-2026-3404,Criminal,Personal,1455,5,2022-04-03,408,High,Resolved
CASE-2026-3405,Traffic,Routine,1289,2,2022-09-16,34,Medium,Pending
CASE-2026-3406,Traffic,High Stakes,3117,5,2017-09-14,102,High,Resolved
CASE-2026-3407,Civil,Personal,444,5,2025-01-08,595,High,Pending
CASE-2026-3408,Traffic,Routine,3630,4,2016-04-19,30,High,Pending
CASE-2026-3409,Traffic,High Stakes,636,4,2024-06-30,177,High,Pending
CASE-2026-3410,Criminal,Personal,257,5,2025-07-14,480,High,Pending
CASE-2026-3411,Criminal,Financial,2132,5,2020-05-26,457,High,Resolved
CASE-2026-3412,Family,Financial,1239,3,2022-11-05,341,Medium,Pending
CASE-2026-3413,Traffic,Personal,2319,3,2019-11-21,89,Medium,Pending
CASE-2026-3414,Family,Personal,1052,2,2023-05-11,325,Medium,Pending
CASE-2026-3415,Civil,Financial,2067,5,2020-07-30,591,High,Resolved
CASE-2026-3416,Commercial,High Stakes,1456,4,2022-04-02,861,High,Pending
CASE-2026-3417,Criminal,Routine,1595,3,2021-11-14,288,High,Pending
CASE-2026-3418,Family,Financial,3381,5,2016-12-24,305,High,Pending
CASE-2026-3419,Civil,Public Interest,2489,5,2019-06-04,632,High,Pending
CASE-2026-3420,Family,Routine,2549,3,2019-04-05,230,High,Pending
CASE-2026-3421,Traffic,Financial,1416,1,2022-05-12,57,Medium,Pending
CASE-2026-3422,Family,Financial,1503,1,2022-02-14,305,Medium,Pending
CASE-2026-3423,Family,High Stakes,440,2,2025-01-12,496,Medium,Resolved
CASE-2026-3424,Criminal,High Stakes,718,3,2024-04-09,606,High,Pending
CASE-2026-3425,Civil,Routine,3497,3,2016-08-30,290,High,Pending
CASE-2026-3426,Criminal,High Stakes,481,3,2024-12-02,647,High,Pending
CASE-2026-3427,Civil,Routine,3262,5,2017-04-22,358,High,Resolved
CASE-2026-3428,Commercial,High Stakes,1048,2,2023-05-15,862,Medium,Pending
CASE-2026-3429,Traffic,Personal,1315,4,2022-08-21,135,High,Pending
CASE-2026-3430,Criminal,Financial,3285,4,2017-03-30,405,High,Resolved
CASE-2026-3431,Criminal,Routine,1314,3,2022-08-22,303,High,Pending
CASE-2026-3432,Family,Personal,1896,5,2021-01-17,367,High,Pending
CASE-2026-3433,Criminal,Personal,1526,4,2022-01-22,389,High,Pending
CASE-2026-3434,Criminal,High Stakes,789,3,2024-01-29,652,High,Pending
CASE-2026-3435,Civil,Routine,2772,2,2018-08-25,332,High,Pending
CASE-2026-3436,Civil,Financial,3087,2,2017-10-14,470,High,Resolved
CASE-2026-3437,Traffic,High Stakes,1148,3,2023-02-04,168,Medium,Pending
CASE-2026-3438,Criminal,High Stakes,587,5,2024-08-18,648,High,Pending
CASE-2026-3439,Family,High Stakes,2498,4,2019-05-26,463,High,Pending
CASE-2026-3440,Civil,High Stakes,3187,2,2017-07-06,642,High,Pending
CASE-2026-3441,Commercial,Financial,2378,5,2019-09-23,673,High,Pending
CASE-2026-3442,Civil,Personal,1907,2,2021-01-06,390,Medium,Pending
CASE-2026-3443,Commercial,Financial,634,4,2024-07-02,745,High,Pending
CASE-2026-3444,Commercial,Public Interest,443,3,2025-01-09,822,Medium,Pending
CASE-2026-3445,Commercial,Personal,3259,5,2017-04-25,524,High,Pending
CASE-2026-3446,Commercial,Personal,1404,3,2022-05-24,570,Medium,Resolved
CASE-2026-3447,Civil,Public Interest,234,1,2025-08-06,650,Low,Pending
CASE-2026-3448,Traffic,High Stakes,308,5,2025-05-24,234,High,Pending
CASE-2026-3449,Family,Public Interest,1262,4,2022-10-13,405,High,Pending
CASE-2026-3450,Criminal,Routine,619,5,2024-07-17,426,High,Pending
CASE-2026-3451,Family,Financial,183,4,2025-09-26,419,High,Pending
CASE-2026-3452,Family,Routine,3192,2,2017-07-01,171,High,Pending
CASE-2026-3453,Civil,Personal,2122,4,2020-06-05,439,High,Pending
CASE-2026-3454,Family,Routine,2804,4,2018-07-24,175,High,Pending
CASE-2026-3455,Civil,Public Interest,2250,5,2020-01-29,587,High,Pending
CASE-2026-3456,Family,Routine,2504,5,2019-05-20,280,High,Pending
CASE-2026-3457,Traffic,High Stakes,1681,3,2021-08-20,113,Medium,Pending
CASE-2026-3458,Civil,High Stakes,3345,3,2017-01-29,599,High,Pending
CASE-2026-3459,Commercial,High Stakes,1724,1,2021-07-08,810,Medium,Resolved
